# Un caso por fila. dv_ms es el impulso tangencial planificado (signo = sentido); sens_m_per_mms es la separacion abierta en el encuentro por mm/s aplicado un medio periodo antes.
sigma_nav_m,sigma_obj_m,dInc_deg,vrel_ms,bplane_angle_deg,miss0_m,sens_m_per_mms,d_target_m,dv_ms,converged
4.8,100,80.06922153,9246.10007,18.35023621,223.9794687,-4.592272236,400.0777255,-0.01736570801,1
4.8,300,80.06922153,9246.10007,18.35023621,223.9794687,-4.592272236,899.8645605,-0.05195863417,1
12,10,80.06922153,9246.10007,18.35023621,223.9794687,-4.592272236,182.5068837,0,1
12,30,80.06922153,9246.10007,18.35023621,223.9794687,-4.592272236,227.8092372,-0.0007383921718,1
12,100,80.06922153,9246.10007,18.35023621,223.9794687,-4.592272236,400.8022105,-0.01742094894,1
12,300,80.06922153,9246.10007,18.35023621,223.9794687,-4.592272236,900.1064852,-0.05197471707,1
32.1,10,80.06922153,9246.10007,18.35023621,223.9794687,-4.592272236,210.9584079,0,1
32.1,30,80.06922153,9246.10007,18.35023621,223.9794687,-4.592272236,243.3461697,-0.003108712472,1
32.1,100,80.06922153,9246.10007,18.35023621,223.9794687,-4.592272236,406.0487821,-0.0178198415,1
32.1,300,80.06922153,9246.10007,18.35023621,223.9794687,-4.592272236,901.8769641,-0.0520924089,1
40,10,80.06922153,9246.10007,18.35023621,223.9794687,-4.592272236,223.6525457,0,1
40,30,80.06922153,9246.10007,18.35023621,223.9794687,-4.592272236,252.0895557,-0.00421342842,1
40,100,80.06922153,9246.10007,18.35023621,223.9794687,-4.592272236,409.364124,-0.01807089401,1
40,300,80.06922153,9246.10007,18.35023621,223.9794687,-4.592272236,903.0124429,-0.0521678822,1
100,10,80.06922153,9246.10007,18.35023621,223.9794687,-4.592272236,324.9991357,-0.01134941799,1
100,30,80.06922153,9246.10007,18.35023621,223.9794687,-4.592272236,338.7386484,-0.01250616141,1
100,100,80.06922153,9246.10007,18.35023621,223.9794687,-4.592272236,454.0883898,-0.02139294889,1
100,300,80.06922153,9246.10007,18.35023621,223.9794687,-4.592272236,919.5633432,-0.05326736966,1
250,10,80.06922153,9246.10007,18.35023621,223.9794687,-4.592272236,583.7334406,-0.03059250089,1
250,30,80.06922153,9246.10007,18.35023621,223.9794687,-4.592272236,589.4567981,-0.03098921599,1
250,100,80.06922153,9246.10007,18.35023621,223.9794687,-4.592272236,649.9697479,-0.03515175572,1
250,300,80.06922153,9246.10007,18.35023621,223.9794687,-4.592272236,1015.8682,-0.0596445924,1
4.8,10,144.3907094,13685.58289,39.46633014,230.1521345,-3.908532994,170.3739488,0,1
4.8,30,144.3907094,13685.58289,39.46633014,230.1521345,-3.908532994,206.417374,0,1
4.8,100,144.3907094,13685.58289,39.46633014,230.1521345,-3.908532994,336.1904906,-0.02248991219,1
4.8,300,144.3907094,13685.58289,39.46633014,230.1521345,-3.908532994,708.0762753,-0.08713271472,1
12,10,144.3907094,13685.58289,39.46633014,230.1521345,-3.908532994,177.8922532,0,1
12,30,144.3907094,13685.58289,39.46633014,230.1521345,-3.908532994,209.5466212,0,1
12,100,144.3907094,13685.58289,39.46633014,230.1521345,-3.908532994,337.1624396,-0.02267485445,1
12,300,144.3907094,13685.58289,39.46633014,230.1521345,-3.908532994,708.4012976,-0.08718696973,1
32.1,10,144.3907094,13685.58289,39.46633014,230.1521345,-3.908532994,208.627705,0,1
32.1,30,144.3907094,13685.58289,39.46633014,230.1521345,-3.908532994,228.7720134,0,1
32.1,100,144.3907094,13685.58289,39.46633014,230.1521345,-3.908532994,344.1365725,-0.0239960145,1
32.1,300,144.3907094,13685.58289,39.46633014,230.1521345,-3.908532994,710.7773525,-0.08758354701,1
40,10,144.3907094,13685.58289,39.46633014,230.1521345,-3.908532994,221.7354709,0,1
40,30,144.3907094,13685.58289,39.46633014,230.1521345,-3.908532994,238.9595419,-0.002183193381,1
40,100,144.3907094,13685.58289,39.46633014,230.1521345,-3.908532994,348.4887372,-0.02481550024,1
40,300,144.3907094,13685.58289,39.46633014,230.1521345,-3.908532994,712.298861,-0.08783744902,1
100,10,144.3907094,13685.58289,39.46633014,230.1521345,-3.908532994,324.2009695,-0.02019064015,1
100,30,144.3907094,13685.58289,39.46633014,230.1521345,-3.908532994,331.9719761,-0.02168477361,1
100,100,144.3907094,13685.58289,39.46633014,230.1521345,-3.908532994,404.1609309,-0.03503255925,1
100,300,144.3907094,13685.58289,39.46633014,230.1521345,-3.908532994,734.2773392,-0.09150121078,1
250,10,144.3907094,13685.58289,39.46633014,230.1521345,-3.908532994,583.4120185,-0.06617061352,1
250,30,144.3907094,13685.58289,39.46633014,230.1521345,-3.908532994,586.5934036,-0.06671019137,1
250,100,144.3907094,13685.58289,39.46633014,230.1521345,-3.908532994,621.2725101,-0.07257379632,1
250,300,144.3907094,13685.58289,39.46633014,230.1521345,-3.908532994,856.314384,-0.1117354982,1
4.8,10,59.05865233,7084.514874,268.2940181,248.0120655,17.58218894,167.2231361,0,1
4.8,30,59.05865233,7084.514874,268.2940181,248.0120655,17.58218894,196.0083446,0,1
4.8,100,59.05865233,7084.514874,268.2940181,248.0120655,17.58218894,301.0654225,0.003017023476,1
4.8,300,59.05865233,7084.514874,268.2940181,248.0120655,17.58218894,602.5857895,0.02016013779,1
12,10,59.05865233,7084.514874,268.2940181,248.0120655,17.58218894,175.6810517,0,1
12,30,59.05865233,7084.514874,268.2940181,248.0120655,17.58218894,199.7960618,0,1
12,100,59.05865233,7084.514874,268.2940181,248.0120655,17.58218894,302.2617545,0.003085051715,1
12,300,59.05865233,7084.514874,268.2940181,248.0120655,17.58218894,602.9865085,0.0201829192,1
32.1,10,59.05865233,7084.514874,268.2940181,248.0120655,17.58218894,207.608562,0,1
32.1,30,59.05865233,7084.514874,268.2940181,248.0120655,17.58218894,221.6859663,0,1
32.1,100,59.05865233,7084.514874,268.2940181,248.0120655,17.58218894,310.757183,0.003568131405,1
32.1,300,59.05865233,7084.514874,268.2940181,248.0120655,17.58218894,605.9122798,0.02034925311,1
40,10,59.05865233,7084.514874,268.2940181,248.0120655,17.58218894,220.9049816,0,1
40,30,59.05865233,7084.514874,268.2940181,248.0120655,17.58218894,232.7505152,0,1
40,100,59.05865233,7084.514874,268.2940181,248.0120655,17.58218894,315.9868726,0.003865506067,1
40,300,59.05865233,7084.514874,268.2940181,248.0120655,17.58218894,607.7824558,0.02045557499,1
100,10,59.05865233,7084.514874,268.2940181,248.0120655,17.58218894,323.8606235,0.004313224391,1
100,30,59.05865233,7084.514874,268.2940181,248.0120655,17.58218894,329.0185682,0.004606513085,1
100,100,59.05865233,7084.514874,268.2940181,248.0120655,17.58218894,379.6772559,0.007486936539,1
100,300,59.05865233,7084.514874,268.2940181,248.0120655,17.58218894,634.5253109,0.02197593517,1
250,10,59.05865233,7084.514874,268.2940181,248.0120655,17.58218894,583.2753356,0.01906231014,1
250,30,59.05865233,7084.514874,268.2940181,248.0120655,17.58218894,585.3707016,0.01918143504,1
250,100,59.05865233,7084.514874,268.2940181,248.0120655,17.58218894,608.5320511,0.02049819041,1
250,300,59.05865233,7084.514874,268.2940181,248.0120655,17.58218894,776.3104477,0.03003645037,1
4.8,10,25.83593473,3213.398131,181.2039138,297.0891821,0.4410482631,174.485785,0,1
4.8,30,25.83593473,3213.398131,181.2039138,297.0891821,0.4410482631,219.5918314,0,1
4.8,100,25.83593473,3213.398131,181.2039138,297.0891821,0.4410482631,380.4614647,0.01171275575,1
4.8,300,25.83593473,3213.398131,181.2039138,297.0891821,0.4410482631,840.984385,0.03957795204,1
12,10,25.83593473,3213.398131,181.2039138,297.0891821,0.4410482631,181.023115,0,1
12,30,25.83593473,3213.398131,181.2039138,297.0891821,0.4410482631,222.1519439,0,1
12,100,25.83593473,3213.398131,181.2039138,297.0891821,0.4410482631,381.2474145,0.01177648171,1
12,300,25.83593473,3213.398131,181.2039138,297.0891821,0.4410482631,841.246917,0.03959219429,1
32.1,10,25.83593473,3213.398131,181.2039138,297.0891821,0.4410482631,210.1802598,0,1
32.1,30,25.83593473,3213.398131,181.2039138,297.0891821,0.4410482631,238.6855851,0,1
32.1,100,25.83593473,3213.398131,181.2039138,297.0891821,0.4410482631,386.9274081,0.01223119225,1
32.1,300,25.83593473,3213.398131,181.2039138,297.0891821,0.4410482631,843.1677505,0.03969637946,1
40,10,25.83593473,3213.398131,181.2039138,297.0891821,0.4410482631,223.009819,0,1
40,30,25.83593473,3213.398131,181.2039138,297.0891821,0.4410482631,247.8463234,0,1
40,100,25.83593473,3213.398131,181.2039138,297.0891821,0.4410482631,390.5064795,0.01251277988,1
40,300,25.83593473,3213.398131,181.2039138,297.0891821,0.4410482631,844.399237,0.03976315706,1
100,10,25.83593473,3213.398131,181.2039138,297.0891821,0.4410482631,324.7296016,0.006307879892,1
100,30,25.83593473,3213.398131,181.2039138,297.0891821,0.4410482631,336.4776206,0.007670137319,1
100,100,25.83593473,3213.398131,181.2039138,297.0891821,0.4410482631,438.17246,0.01599521051,1
100,300,25.83593473,3213.398131,181.2039138,297.0891821,0.4410482631,862.3133442,0.04073303251,1
250,10,25.83593473,3213.398131,181.2039138,297.0891821,0.4410482631,583.6247614,0.02514361699,1
250,30,25.83593473,3213.398131,181.2039138,297.0891821,0.4410482631,588.4904822,0.02543009009,1
250,100,25.83593473,3213.398131,181.2039138,297.0891821,0.4410482631,640.4522063,0.02844377123,1
250,300,25.83593473,3213.398131,181.2039138,297.0891821,0.4410482631,965.4080575,0.04626712634,1
4.8,10,151.4500153,13930.21227,5.193901419,278.2652954,-0.4466775524,174.6060881,0,1
4.8,30,151.4500153,13930.21227,5.193901419,278.2652954,-0.4466775524,219.9726814,0,1
4.8,100,151.4500153,13930.21227,5.193901419,278.2652954,-0.4466775524,381.739244,-0.04757760983,1
4.8,300,151.4500153,13930.21227,5.193901419,278.2652954,-0.4466775524,844.8199298,-0.1548498984,1
12,10,151.4500153,13930.21227,5.193901419,278.2652954,-0.4466775524,181.118155,0,1
12,30,151.4500153,13930.21227,5.193901419,278.2652954,-0.4466775524,222.5193502,0,1
12,100,151.4500153,13930.21227,5.193901419,278.2652954,-0.4466775524,382.5208748,-0.04780501415,1
12,300,151.4500153,13930.21227,5.193901419,278.2652954,-0.4466775524,845.0810132,-0.154905257,1
32.1,10,151.4500153,13930.21227,5.193901419,278.2652954,-0.4466775524,210.2293082,0,1
32.1,30,151.4500153,13930.21227,5.193901419,278.2652954,-0.4466775524,238.9847523,0,1
32.1,100,151.4500153,13930.21227,5.193901419,278.2652954,-0.4466775524,388.1705003,-0.04943383698,1
32.1,300,151.4500153,13930.21227,5.193901419,278.2652954,-0.4466775524,846.9912804,-0.1553102366,1
40,10,151.4500153,13930.21227,5.193901419,278.2652954,-0.4466775524,223.0502537,0,1
40,30,151.4500153,13930.21227,5.193901419,278.2652954,-0.4466775524,248.1175629,0,1
40,100,151.4500153,13930.21227,5.193901419,278.2652954,-0.4466775524,391.7311672,-0.05044768694,1
40,300,151.4500153,13930.21227,5.193901419,278.2652954,-0.4466775524,848.2160231,-0.1555698263,1
100,10,151.4500153,13930.21227,5.193901419,278.2652954,-0.4466775524,324.7465009,-0.02889941883,1
100,30,151.4500153,13930.21227,5.193901419,278.2652954,-0.4466775524,336.6200851,-0.03326460146,1
100,100,151.4500153,13930.21227,5.193901419,278.2652954,-0.4466775524,439.1953617,-0.06323963587,1
100,300,151.4500153,13930.21227,5.193901419,278.2652954,-0.4466775524,866.0346464,-0.1593416054,1
250,10,151.4500153,13930.21227,5.193901419,278.2652954,-0.4466775524,583.6315712,-0.09787617621,1
250,30,151.4500153,13930.21227,5.193901419,278.2652954,-0.4466775524,588.5510873,-0.09899450911,1
250,100,151.4500153,13930.21227,5.193901419,278.2652954,-0.4466775524,641.053925,-0.1107794196,1
250,300,151.4500153,13930.21227,5.193901419,278.2652954,-0.4466775524,968.6608668,-0.1809094599,1
4.8,10,116.494475,12222.62613,342.3798621,246.9264598,3.171650077,172.4757211,0,1
4.8,30,116.494475,12222.62613,342.3798621,246.9264598,3.171650077,213.1938474,0,1
4.8,100,116.494475,12222.62613,342.3798621,246.9264598,3.171650077,358.9806781,0.01841919387,1
4.8,300,116.494475,12222.62613,342.3798621,246.9264598,3.171650077,776.5008815,0.06246500603,1
12,10,116.494475,12222.62613,342.3798621,246.9264598,3.171650077,179.4624853,0,1
12,30,116.494475,12222.62613,342.3798621,246.9264598,3.171650077,216.0025935,0,1
12,100,116.494475,12222.62613,342.3798621,246.9264598,3.171650077,359.8470963,0.0185268488,1
12,300,116.494475,12222.62613,342.3798621,246.9264598,3.171650077,776.7904231,0.06249354806,1
32.1,10,116.494475,12222.62613,342.3798621,246.9264598,3.171650077,209.3908077,0,1
32.1,30,116.494475,12222.62613,342.3798621,246.9264598,3.171650077,233.7590135,0,1
32.1,100,116.494475,12222.62613,342.3798621,246.9264598,3.171650077,366.0903372,0.019297021,1
32.1,300,116.494475,12222.62613,342.3798621,246.9264598,3.171650077,778.9081527,0.06270227405,1
40,10,116.494475,12222.62613,342.3798621,246.9264598,3.171650077,222.3604729,0,1
40,30,116.494475,12222.62613,342.3798621,246.9264598,3.171650077,243.404188,0,1
40,100,116.494475,12222.62613,342.3798621,246.9264598,3.171650077,370.0086449,0.01977564521,1
40,300,116.494475,12222.62613,342.3798621,246.9264598,3.171650077,780.2652096,0.06283599726,1
100,10,116.494475,12222.62613,342.3798621,246.9264598,3.171650077,324.4592733,0.01393829671,1
100,30,116.494475,12222.62613,342.3798621,246.9264598,3.171650077,334.1856193,0.01524420021,1
100,100,116.494475,12222.62613,342.3798621,246.9264598,3.171650077,421.3002098,0.02577918082,1
100,300,116.494475,12222.62613,342.3798621,246.9264598,3.171650077,799.9494092,0.06477311256,1
250,10,116.494475,12222.62613,342.3798621,246.9264598,3.171650077,583.5159029,0.04311092751,1
250,30,116.494475,12222.62613,342.3798621,246.9264598,3.171650077,587.5206765,0.04352177439,1
250,100,116.494475,12222.62613,342.3798621,246.9264598,3.171650077,630.73257,0.04792334332,1
250,300,116.494475,12222.62613,342.3798621,246.9264598,3.171650077,911.5341322,0.07567816647,1
4.8,10,22.23479085,2771.599372,261.5069643,157.3977097,19.48469972,168.26011,0.0005532619399,1
4.8,30,22.23479085,2771.599372,261.5069643,157.3977097,19.48469972,199.4765051,0.002139787565,1
4.8,100,22.23479085,2771.599372,261.5069643,157.3977097,19.48469972,312.7890713,0.007877331938,1
4.8,300,22.23479085,2771.599372,261.5069643,157.3977097,19.48469972,637.8007539,0.02428554838,1
12,10,22.23479085,2771.599372,261.5069643,157.3977097,19.48469972,176.3877172,0.0009667727696,1
12,30,22.23479085,2771.599372,261.5069643,157.3977097,19.48469972,203.0170214,0.00231948012,1
12,100,22.23479085,2771.599372,261.5069643,157.3977097,19.48469972,313.8998527,0.007933487564,1
12,300,22.23479085,2771.599372,261.5069643,157.3977097,19.48469972,638.1725674,0.02430430654,1
32.1,10,22.23479085,2771.599372,261.5069643,157.3977097,19.48469972,207.927037,0.002568611493,1
32.1,30,22.23479085,2771.599372,261.5069643,157.3977097,19.48469972,223.959682,0.00338161168,1
32.1,100,22.23479085,2771.599372,261.5069643,157.3977097,19.48469972,321.8208128,0.008333901458,1
32.1,300,22.23479085,2771.599372,261.5069643,157.3977097,19.48469972,640.8886692,0.02444133469,1
40,10,22.23479085,2771.599372,261.5069643,157.3977097,19.48469972,221.163977,0.003239893358,1
40,30,22.23479085,2771.599372,261.5069643,157.3977097,19.48469972,234.7278263,0.003927292606,1
40,100,22.23479085,2771.599372,261.5069643,157.3977097,19.48469972,326.7234046,0.008581707411,1
40,300,22.23479085,2771.599372,261.5069643,157.3977097,19.48469972,642.6260808,0.02452898723,1
100,10,22.23479085,2771.599372,261.5069643,157.3977097,19.48469972,323.9664095,0.008442354945,1
100,30,22.23479085,2771.599372,261.5069643,157.3977097,19.48469972,329.9411141,0.008744339244,1
100,100,22.23479085,2771.599372,261.5069643,157.3977097,19.48469972,387.5524399,0.01165503582,1
100,300,22.23479085,2771.599372,261.5069643,157.3977097,19.48469972,667.5716912,0.02578746239,1
250,10,22.23479085,2771.599372,261.5069643,157.3977097,19.48469972,583.3177952,0.0215366882,1
250,30,22.23479085,2771.599372,261.5069643,157.3977097,19.48469972,585.7508515,0.02165945244,1
250,100,22.23479085,2771.599372,261.5069643,157.3977097,19.48469972,612.5269308,0.02301043731,1
250,300,22.23479085,2771.599372,261.5069643,157.3977097,19.48469972,802.2119713,0.03257905562,1
4.8,10,158.7478727,14127.54076,241.0685637,254.4285865,3.26839989,168.1160643,0,1
4.8,30,158.7478727,14127.54076,241.0685637,254.4285865,3.26839989,198.9976128,0,1
4.8,100,158.7478727,14127.54076,241.0685637,254.4285865,3.26839989,311.1716428,0.01689145764,1
4.8,300,158.7478727,14127.54076,241.0685637,254.4285865,3.26839989,632.9427772,0.1065661154,1
12,10,158.7478727,14127.54076,241.0685637,254.4285865,3.26839989,176.2882442,0,1
12,30,158.7478727,14127.54076,241.0685637,254.4285865,3.26839989,202.5703915,0,1
12,100,158.7478727,14127.54076,241.0685637,254.4285865,3.26839989,312.2934948,0.01721823949,1
12,300,158.7478727,14127.54076,241.0685637,254.4285865,3.26839989,633.3183279,0.1066685822,1
32.1,10,158.7478727,14127.54076,241.0685637,254.4285865,3.26839989,207.8817915,0,1
32.1,30,158.7478727,14127.54076,241.0685637,254.4285865,3.26839989,223.6401797,0,1
32.1,100,158.7478727,14127.54076,241.0685637,254.4285865,3.26839989,320.2891906,0.01954120241,1
32.1,300,158.7478727,14127.54076,241.0685637,254.4285865,3.26839989,636.0615558,0.1074169834,1
40,10,158.7478727,14127.54076,241.0685637,254.4285865,3.26839989,221.1271522,0,1
40,30,158.7478727,14127.54076,241.0685637,254.4285865,3.26839989,234.4490738,0,1
40,100,158.7478727,14127.54076,241.0685637,254.4285865,3.26839989,325.2346383,0.02097291459,1
40,300,158.7478727,14127.54076,241.0685637,254.4285865,3.26839989,637.8161601,0.1078956047,1
100,10,158.7478727,14127.54076,241.0685637,254.4285865,3.26839989,323.9513489,0.02060175777,1
100,30,158.7478727,14127.54076,241.0685637,254.4285865,3.26839989,329.8100277,0.02229425596,1
100,100,158.7478727,14127.54076,241.0685637,254.4285865,3.26839989,386.4469887,0.03844278344,1
100,300,158.7478727,14127.54076,241.0685637,254.4285865,3.26839989,662.9957174,0.11475869,1
250,10,158.7478727,14127.54076,241.0685637,254.4285865,3.26839989,583.311749,0.09300173294,1
250,30,158.7478727,14127.54076,241.0685637,254.4285865,3.26839989,585.6967363,0.09365468648,1
250,100,158.7478727,14127.54076,241.0685637,254.4285865,3.26839989,611.9601481,0.1008372059,1
250,300,158.7478727,14127.54076,241.0685637,254.4285865,3.26839989,798.5866219,0.151578929,1
4.8,10,153.8004052,13999.97409,3.433757379,218.7608411,-0.269656455,170.8305038,0,1
4.8,30,153.8004052,13999.97409,3.433757379,218.7608411,-0.269656455,207.8984368,0,1
4.8,100,153.8004052,13999.97409,3.433757379,218.7608411,-0.269656455,341.1755964,-0.05429667804,1
4.8,300,153.8004052,13999.97409,3.433757379,218.7608411,-0.269656455,723.0445167,-0.1473634803,1
12,10,153.8004052,13999.97409,3.433757379,218.7608411,-0.269656455,178.2274669,0,1
12,30,153.8004052,13999.97409,3.433757379,218.7608411,-0.269656455,210.9516938,0,1
12,100,153.8004052,13999.97409,3.433757379,218.7608411,-0.269656455,342.1223274,-0.05456489647,1
12,300,153.8004052,13999.97409,3.433757379,218.7608411,-0.269656455,723.3610539,-0.1474358241,1
32.1,10,153.8004052,13999.97409,3.433757379,218.7608411,-0.269656455,208.787923,0,1
32.1,30,153.8004052,13999.97409,3.433757379,218.7608411,-0.269656455,229.8394575,-0.01280016373,1
32.1,100,153.8004052,13999.97409,3.433757379,218.7608411,-0.269656455,348.922645,-0.05647692817,1
32.1,300,153.8004052,13999.97409,3.433757379,218.7608411,-0.269656455,725.6753669,-0.1479646582,1
40,10,153.8004052,13999.97409,3.433757379,218.7608411,-0.269656455,221.8664726,-0.005721838183,1
40,30,153.8004052,13999.97409,3.433757379,218.7608411,-0.269656455,239.906112,-0.01882537413,1
40,100,153.8004052,13999.97409,3.433757379,218.7608411,-0.269656455,353.1723128,-0.05765953751,1
40,300,153.8004052,13999.97409,3.433757379,218.7608411,-0.269656455,727.1576025,-0.1483032694,1
100,10,153.8004052,13999.97409,3.433757379,218.7608411,-0.269656455,324.2549566,-0.04940805421,1
100,30,153.8004052,13999.97409,3.433757379,218.7608411,-0.269656455,332.4365889,-0.05179542104,1
100,100,153.8004052,13999.97409,3.433757379,218.7608411,-0.269656455,407.8351967,-0.07223098407,1
100,300,153.8004052,13999.97409,3.433757379,218.7608411,-0.269656455,748.5907601,-0.1531921707,1
250,10,153.8004052,13999.97409,3.433757379,218.7608411,-0.269656455,583.4337203,-0.115061798,1
250,30,153.8004052,13999.97409,3.433757379,218.7608411,-0.269656455,586.7872583,-0.1158493739,1
250,100,153.8004052,13999.97409,3.433757379,218.7608411,-0.269656455,623.2641849,-0.1243720783,1
250,300,153.8004052,13999.97409,3.433757379,218.7608411,-0.269656455,868.199762,-0.1802650797,1
4.8,10,89.42930114,10113.23076,87.0311052,260.1077908,-14.34842771,166.4392689,0,1
4.8,30,89.42930114,10113.23076,87.0311052,260.1077908,-14.34842771,193.3507331,0,1
4.8,100,89.42930114,10113.23076,87.0311052,260.1077908,-14.34842771,292.0636344,-0.002226554788,1
4.8,300,89.42930114,10113.23076,87.0311052,260.1077908,-14.34842771,575.5416854,-0.02196514942,1
12,10,89.42930114,10113.23076,87.0311052,260.1077908,-14.34842771,175.1620659,0,1
12,30,89.42930114,10113.23076,87.0311052,260.1077908,-14.34842771,197.3515159,0,1
12,100,89.42930114,10113.23076,87.0311052,260.1077908,-14.34842771,293.3351186,-0.002315134619,1
12,300,89.42930114,10113.23076,87.0311052,260.1077908,-14.34842771,575.9678463,-0.02199481508,1
32.1,10,89.42930114,10113.23076,87.0311052,260.1077908,-14.34842771,207.3790865,0,1
32.1,30,89.42930114,10113.23076,87.0311052,260.1077908,-14.34842771,220.0099712,0,1
32.1,100,89.42930114,10113.23076,87.0311052,260.1077908,-14.34842771,302.3292035,-0.002941698171,1
32.1,300,89.42930114,10113.23076,87.0311052,260.1077908,-14.34842771,579.0778904,-0.0222113093,1
40,10,89.42930114,10113.23076,87.0311052,260.1077908,-14.34842771,220.7186649,0,1
40,30,89.42930114,10113.23076,87.0311052,260.1077908,-14.34842771,231.3029277,0,1
40,100,89.42930114,10113.23076,87.0311052,260.1077908,-14.34842771,307.8383864,-0.003325471025,1
40,300,89.42930114,10113.23076,87.0311052,260.1077908,-14.34842771,581.0645033,-0.02234959968,1
100,10,89.42930114,10113.23076,87.0311052,260.1077908,-14.34842771,323.7847219,-0.004436229641,1
100,30,89.42930114,10113.23076,87.0311052,260.1077908,-14.34842771,328.3540469,-0.004754492506,1
100,100,89.42930114,10113.23076,87.0311052,260.1077908,-14.34842771,373.8592331,-0.007923657255,1
100,300,89.42930114,10113.23076,87.0311052,260.1077908,-14.34842771,609.3654385,-0.02431963331,1
250,10,89.42930114,10113.23076,87.0311052,260.1077908,-14.34842771,583.2448841,-0.02250137816,1
250,30,89.42930114,10113.23076,87.0311052,260.1077908,-14.34842771,585.097881,-0.02263036689,1
250,100,89.42930114,10113.23076,87.0311052,260.1077908,-14.34842771,605.6456477,-0.02406070065,1
250,300,89.42930114,10113.23076,87.0311052,260.1077908,-14.34842771,757.0556861,-0.03459976433,1
4.8,10,146.1935659,13753.03527,96.5307692,61.85846352,-5.836322347,170.0237595,-0.01842164048,1
4.8,30,146.1935659,13753.03527,96.5307692,61.85846352,-5.836322347,205.2774683,-0.02441578065,1
4.8,100,146.1935659,13753.03527,96.5307692,61.85846352,-5.836322347,332.3518974,-0.04601457568,1
4.8,300,146.1935659,13753.03527,96.5307692,61.85846352,-5.836322347,696.5500621,-0.1079013466,1
12,10,146.1935659,13753.03527,96.5307692,61.85846352,-5.836322347,177.6374917,-0.0197163362,1
12,30,146.1935659,13753.03527,96.5307692,61.85846352,-5.836322347,208.4677561,-0.02495814984,1
12,100,146.1935659,13753.03527,96.5307692,61.85846352,-5.836322347,333.3441968,-0.0461832129,1
12,300,146.1935659,13753.03527,96.5307692,61.85846352,-5.836322347,696.8819346,-0.1079577373,1
32.1,10,146.1935659,13753.03527,96.5307692,61.85846352,-5.836322347,208.5069307,-0.02496480972,1
32.1,30,146.1935659,13753.03527,96.5307692,61.85846352,-5.836322347,227.9596595,-0.0282717062,1
32.1,100,146.1935659,13753.03527,96.5307692,61.85846352,-5.836322347,340.4581962,-0.04739220159,1
32.1,300,146.1935659,13753.03527,96.5307692,61.85846352,-5.836322347,699.3078193,-0.1083699352,1
40,10,146.1935659,13753.03527,96.5307692,61.85846352,-5.836322347,221.6367988,-0.02719687502,1
40,30,146.1935659,13753.03527,96.5307692,61.85846352,-5.836322347,238.2410251,-0.03001938891,1
40,100,146.1935659,13753.03527,96.5307692,61.85846352,-5.836322347,344.8925203,-0.04814578734,1
40,300,146.1935659,13753.03527,96.5307692,61.85846352,-5.836322347,700.8610082,-0.1086338476,1
100,10,146.1935659,13753.03527,96.5307692,61.85846352,-5.836322347,324.1603599,-0.04462244853,1
100,30,146.1935659,13753.03527,96.5307692,61.85846352,-5.836322347,331.6218007,-0.0458904986,1
100,100,146.1935659,13753.03527,96.5307692,61.85846352,-5.836322347,401.3624763,-0.05774219692,1
100,300,146.1935659,13753.03527,96.5307692,61.85846352,-5.836322347,723.2781614,-0.1124428854,1
250,10,146.1935659,13753.03527,96.5307692,61.85846352,-5.836322347,583.3956979,-0.08867435334,1
250,30,146.1935659,13753.03527,96.5307692,61.85846352,-5.836322347,586.4475667,-0.08919292754,1
250,100,146.1935659,13753.03527,96.5307692,61.85846352,-5.836322347,619.7691928,-0.09485492119,1
250,300,146.1935659,13753.03527,96.5307692,61.85846352,-5.836322347,847.2430354,-0.1335063491,1
4.8,10,43.72825761,5352.987853,7.120233805,270.1686263,-2.151087577,168.7453963,0,1
4.8,30,43.72825761,5352.987853,7.120233805,270.1686263,-2.151087577,201.0837446,0,1
4.8,100,43.72825761,5352.987853,7.120233805,270.1686263,-2.151087577,318.2144715,-0.007383825127,1
4.8,300,43.72825761,5352.987853,7.120233805,270.1686263,-2.151087577,654.0952447,-0.0300524092,1
12,10,43.72825761,5352.987853,7.120233805,270.1686263,-2.151087577,176.725828,0,1
12,30,43.72825761,5352.987853,7.120233805,270.1686263,-2.151087577,204.5199868,0,1
12,100,43.72825761,5352.987853,7.120233805,270.1686263,-2.151087577,319.2896583,-0.007489849165,1
12,300,43.72825761,5352.987853,7.120233805,270.1686263,-2.151087577,654.4550483,-0.03007343432,1
32.1,10,43.72825761,5352.987853,7.120233805,270.1686263,-2.151087577,208.0818378,0,1
32.1,30,43.72825761,5352.987853,7.120233805,270.1686263,-2.151087577,225.0443799,0,1
32.1,100,43.72825761,5352.987853,7.120233805,270.1686263,-2.151087577,326.9695409,-0.00822398021,1
32.1,300,43.72825761,5352.987853,7.120233805,270.1686263,-2.151087577,657.0839435,-0.0302269833,1
40,10,43.72825761,5352.987853,7.120233805,270.1686263,-2.151087577,221.2900406,0,1
40,30,43.72825761,5352.987853,7.120233805,270.1686263,-2.151087577,235.6763034,0,1
40,100,43.72825761,5352.987853,7.120233805,270.1686263,-2.151087577,331.7332892,-0.008661437697,1
40,300,43.72825761,5352.987853,7.120233805,270.1686263,-2.151087577,658.7660521,-0.0303251677,1
100,10,43.72825761,5352.987853,7.120233805,270.1686263,-2.151087577,324.018016,-0.007946373787,1
100,30,43.72825761,5352.987853,7.120233805,270.1686263,-2.151087577,330.3896587,-0.008539300612,1
